project.project_id	cases.case_id	cases.submitter_id	samples.sample_id	samples.submitter_id	portions.portion_id	portions.submitter_id	analytes.a260_a280_ratio	analytes.amount	analytes.analyte_id	analytes.analyte_quantity	analytes.analyte_type	analytes.analyte_type_id	analytes.analyte_volume	analytes.concentration	analytes.experimental_protocol_type	analytes.normal_tumor_genotype_snp_match	analytes.ribosomal_rna_28s_16s_ratio	analytes.rna_integrity_number	analytes.spectrophotometer_method	analytes.state	analytes.submitter_id	analytes.well_number
TCGA-THCA	cfdd2155-57a9-499c-92e1-fb82b577b050	TCGA-EM-A3FL	56e31332-09fb-4305-8ee8-adc568b393f3	TCGA-EM-A3FL-01A	5676f82a-54e4-4483-bff1-657fec98902d	TCGA-EM-A3FL-01A-11	'--	'--	157c674d-0e79-46a9-90da-0385d041c275	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EM-A3FL-01A-11W	'--
TCGA-THCA	cfdd2155-57a9-499c-92e1-fb82b577b050	TCGA-EM-A3FL	56e31332-09fb-4305-8ee8-adc568b393f3	TCGA-EM-A3FL-01A	5676f82a-54e4-4483-bff1-657fec98902d	TCGA-EM-A3FL-01A-11	1.74	'--	404d04db-790a-4f10-90ed-03912a7c9e4b	'--	RNA	'--	'--	0.18	mirVana (Allprep DNA) RNA	Yes	2.2	8.5	UV Spec	released	TCGA-EM-A3FL-01A-11R	'--
TCGA-THCA	cfdd2155-57a9-499c-92e1-fb82b577b050	TCGA-EM-A3FL	56e31332-09fb-4305-8ee8-adc568b393f3	TCGA-EM-A3FL-01A	5676f82a-54e4-4483-bff1-657fec98902d	TCGA-EM-A3FL-01A-11	'--	'--	c6b2ee0e-441d-4f4e-b65f-759917cf5a2f	'--	DNA	'--	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-EM-A3FL-01A-11D	'--
TCGA-THCA	00a02e62-e1ab-467a-91b3-5f526dd2251a	TCGA-EL-A3N3	33085b15-1e3a-47ff-9b12-e6c4442320f1	TCGA-EL-A3N3-11A	2ffc2746-0051-4122-bad3-66763e9e2129	TCGA-EL-A3N3-11A-11	1.84	'--	2f44604b-cb54-4250-bc2b-c36e126e5afb	'--	RNA	'--	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.4	8.1	UV Spec	released	TCGA-EL-A3N3-11A-11R	'--
TCGA-THCA	00a02e62-e1ab-467a-91b3-5f526dd2251a	TCGA-EL-A3N3	33085b15-1e3a-47ff-9b12-e6c4442320f1	TCGA-EL-A3N3-11A	2ffc2746-0051-4122-bad3-66763e9e2129	TCGA-EL-A3N3-11A-11	'--	'--	3d9c7f7f-25e5-424a-9346-0ca1a1e0b5bb	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EL-A3N3-11A-11W	'--
TCGA-THCA	00a02e62-e1ab-467a-91b3-5f526dd2251a	TCGA-EL-A3N3	33085b15-1e3a-47ff-9b12-e6c4442320f1	TCGA-EL-A3N3-11A	2ffc2746-0051-4122-bad3-66763e9e2129	TCGA-EL-A3N3-11A-11	'--	'--	89f8a0ef-9838-41bb-9dde-b60a585ade3a	'--	DNA	'--	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-EL-A3N3-11A-11D	'--
TCGA-THCA	00a02e62-e1ab-467a-91b3-5f526dd2251a	TCGA-EL-A3N3	cb3e83ef-1c8e-4f7d-8a92-b355def240cc	TCGA-EL-A3N3-01A	0e8c113f-1e61-4509-bcad-498909c62436	TCGA-EL-A3N3-01A-11	1.86	'--	5f49269c-27ff-4212-a9aa-16ad9ffeb27b	'--	RNA	'--	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.3	8.3	UV Spec	released	TCGA-EL-A3N3-01A-11R	'--
TCGA-THCA	00a02e62-e1ab-467a-91b3-5f526dd2251a	TCGA-EL-A3N3	cb3e83ef-1c8e-4f7d-8a92-b355def240cc	TCGA-EL-A3N3-01A	0e8c113f-1e61-4509-bcad-498909c62436	TCGA-EL-A3N3-01A-11	'--	'--	8eff47c6-cb1b-41a6-8e1b-1bab1d4fcf97	'--	DNA	'--	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-EL-A3N3-01A-11D	'--
TCGA-THCA	00a02e62-e1ab-467a-91b3-5f526dd2251a	TCGA-EL-A3N3	cb3e83ef-1c8e-4f7d-8a92-b355def240cc	TCGA-EL-A3N3-01A	0e8c113f-1e61-4509-bcad-498909c62436	TCGA-EL-A3N3-01A-11	'--	'--	a47261bd-fa09-4f46-a34f-59538e1be347	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EL-A3N3-01A-11W	'--
TCGA-THCA	acb3b9db-16e9-40f5-87a9-9df9d4ceee54	TCGA-BJ-A18Y	13867a18-2aa2-426c-a515-69aa1dabe296	TCGA-BJ-A18Y-10A	6d355b53-9144-48d3-94de-f930072a0a58	TCGA-BJ-A18Y-10A-01	'--	'--	1d00e887-0157-4c4c-8ce2-bb461247f6f8	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-BJ-A18Y-10A-01W	'--
TCGA-THCA	acb3b9db-16e9-40f5-87a9-9df9d4ceee54	TCGA-BJ-A18Y	13867a18-2aa2-426c-a515-69aa1dabe296	TCGA-BJ-A18Y-10A	6d355b53-9144-48d3-94de-f930072a0a58	TCGA-BJ-A18Y-10A-01	1.88	'--	79eeafea-2c6a-4279-ab89-b87c00b18bdd	'--	DNA	'--	'--	0.16	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-BJ-A18Y-10A-01D	'--
TCGA-THCA	acb3b9db-16e9-40f5-87a9-9df9d4ceee54	TCGA-BJ-A18Y	5d1d84d0-9a03-4381-9cf1-e460b3617aaa	TCGA-BJ-A18Y-01A	6df75023-5652-4bbf-ba88-25cde22a64b6	TCGA-BJ-A18Y-01A-11	2.0	'--	04eebacd-6c77-4ee1-8900-96ea2dc8d8ee	'--	DNA	'--	'--	0.18	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-BJ-A18Y-01A-11D	'--
TCGA-THCA	acb3b9db-16e9-40f5-87a9-9df9d4ceee54	TCGA-BJ-A18Y	5d1d84d0-9a03-4381-9cf1-e460b3617aaa	TCGA-BJ-A18Y-01A	6df75023-5652-4bbf-ba88-25cde22a64b6	TCGA-BJ-A18Y-01A-11	1.85	'--	3ed2772a-7f10-4896-995e-26aa4877acea	'--	RNA	'--	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.4	8.1	UV Spec	released	TCGA-BJ-A18Y-01A-11R	'--
TCGA-THCA	acb3b9db-16e9-40f5-87a9-9df9d4ceee54	TCGA-BJ-A18Y	5d1d84d0-9a03-4381-9cf1-e460b3617aaa	TCGA-BJ-A18Y-01A	6df75023-5652-4bbf-ba88-25cde22a64b6	TCGA-BJ-A18Y-01A-11	'--	'--	a74c5f84-2042-416b-8fc7-42834e115b12	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-BJ-A18Y-01A-11W	'--
TCGA-THCA	745642a0-ddba-495b-bafc-da085552758a	TCGA-EL-A3CU	472d7e5c-8de9-435d-87a4-7882961ad7f4	TCGA-EL-A3CU-01A	d3a53cca-40cc-40fe-ac78-ef9bd3f16115	TCGA-EL-A3CU-01A-11	'--	'--	21531381-de57-438b-b1c3-f7abc6df4f94	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EL-A3CU-01A-11W	'--
TCGA-THCA	745642a0-ddba-495b-bafc-da085552758a	TCGA-EL-A3CU	472d7e5c-8de9-435d-87a4-7882961ad7f4	TCGA-EL-A3CU-01A	d3a53cca-40cc-40fe-ac78-ef9bd3f16115	TCGA-EL-A3CU-01A-11	1.84	'--	281023e4-5939-4862-8805-ac9762a1e564	'--	RNA	'--	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.8	8.7	UV Spec	released	TCGA-EL-A3CU-01A-11R	'--
TCGA-THCA	745642a0-ddba-495b-bafc-da085552758a	TCGA-EL-A3CU	472d7e5c-8de9-435d-87a4-7882961ad7f4	TCGA-EL-A3CU-01A	d3a53cca-40cc-40fe-ac78-ef9bd3f16115	TCGA-EL-A3CU-01A-11	'--	'--	c313812c-aac6-4593-9115-0d7421ad6b4f	'--	DNA	'--	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-EL-A3CU-01A-11D	'--
TCGA-THCA	745642a0-ddba-495b-bafc-da085552758a	TCGA-EL-A3CU	7a9ca8d7-bac0-40c2-9646-7042126b9e25	TCGA-EL-A3CU-10A	8b9cf81e-82e5-4bda-862e-dd9bb6978069	TCGA-EL-A3CU-10A-01	'--	'--	0726d977-a611-495a-a9f1-05c0ffb4e9f7	'--	DNA	'--	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-EL-A3CU-10A-01D	'--
TCGA-THCA	745642a0-ddba-495b-bafc-da085552758a	TCGA-EL-A3CU	7a9ca8d7-bac0-40c2-9646-7042126b9e25	TCGA-EL-A3CU-10A	8b9cf81e-82e5-4bda-862e-dd9bb6978069	TCGA-EL-A3CU-10A-01	'--	'--	137a2a5c-4601-4cb7-aa64-fac8422c3bb1	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EL-A3CU-10A-01W	'--
TCGA-THCA	f7f6e9f4-1aa8-48a0-bea9-efaa9379f6f6	TCGA-FY-A3NM	851b3d3d-bed1-4865-8163-f39a6caf0710	TCGA-FY-A3NM-01A	4fdb8657-69e8-4c96-aefd-000dbe0051f9	TCGA-FY-A3NM-01A-11	1.8	'--	4e3160fa-a2d3-4114-914c-0282df764e09	'--	RNA	'--	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.8	8.4	UV Spec	released	TCGA-FY-A3NM-01A-11R	'--
TCGA-THCA	f7f6e9f4-1aa8-48a0-bea9-efaa9379f6f6	TCGA-FY-A3NM	851b3d3d-bed1-4865-8163-f39a6caf0710	TCGA-FY-A3NM-01A	4fdb8657-69e8-4c96-aefd-000dbe0051f9	TCGA-FY-A3NM-01A-11	'--	'--	74cf5337-0126-4e12-888a-4e6df59492aa	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-FY-A3NM-01A-11W	'--
TCGA-THCA	f7f6e9f4-1aa8-48a0-bea9-efaa9379f6f6	TCGA-FY-A3NM	851b3d3d-bed1-4865-8163-f39a6caf0710	TCGA-FY-A3NM-01A	4fdb8657-69e8-4c96-aefd-000dbe0051f9	TCGA-FY-A3NM-01A-11	'--	'--	f06a6396-9617-4bbd-9d5e-96820c81f754	'--	DNA	'--	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-FY-A3NM-01A-11D	'--
TCGA-THCA	f7f6e9f4-1aa8-48a0-bea9-efaa9379f6f6	TCGA-FY-A3NM	ca0f12d0-24ab-487a-9288-63a34129cbc4	TCGA-FY-A3NM-10A	c4c8cb8c-ea2b-4bee-bd06-6477526cf497	TCGA-FY-A3NM-10A-01	'--	'--	322a0b72-1821-4049-8bce-e74aa86715a3	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-FY-A3NM-10A-01W	'--
TCGA-THCA	f7f6e9f4-1aa8-48a0-bea9-efaa9379f6f6	TCGA-FY-A3NM	ca0f12d0-24ab-487a-9288-63a34129cbc4	TCGA-FY-A3NM-10A	c4c8cb8c-ea2b-4bee-bd06-6477526cf497	TCGA-FY-A3NM-10A-01	'--	'--	87719063-4ae8-4a94-a783-356e94bbe1ef	'--	DNA	'--	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-FY-A3NM-10A-01D	'--
TCGA-THCA	667eb7f6-1d36-49bb-9d7b-c9d167b64619	TCGA-EM-A2CU	5f75f169-6835-4b42-af77-ab64cbfb5ef3	TCGA-EM-A2CU-01A	6aec8149-cfca-4116-8f76-92384df16f2a	TCGA-EM-A2CU-01A-12	'--	'--	364528be-0966-43a2-aeb0-11253837a540	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EM-A2CU-01A-12W	'--
TCGA-THCA	667eb7f6-1d36-49bb-9d7b-c9d167b64619	TCGA-EM-A2CU	5f75f169-6835-4b42-af77-ab64cbfb5ef3	TCGA-EM-A2CU-01A	6aec8149-cfca-4116-8f76-92384df16f2a	TCGA-EM-A2CU-01A-12	'--	'--	729c1c1f-f2f7-4288-ab86-78315feb0b4a	'--	DNA	'--	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-EM-A2CU-01A-12D	'--
TCGA-THCA	667eb7f6-1d36-49bb-9d7b-c9d167b64619	TCGA-EM-A2CU	5f75f169-6835-4b42-af77-ab64cbfb5ef3	TCGA-EM-A2CU-01A	6aec8149-cfca-4116-8f76-92384df16f2a	TCGA-EM-A2CU-01A-12	1.83	'--	ffbe0dd8-4ea7-4dc3-87c3-01e8a7302fc1	'--	RNA	'--	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.4	8.0	UV Spec	released	TCGA-EM-A2CU-01A-12R	'--
TCGA-THCA	667eb7f6-1d36-49bb-9d7b-c9d167b64619	TCGA-EM-A2CU	85cc9d3f-2919-4387-b4a4-469e92eefdc3	TCGA-EM-A2CU-10A	613f1696-25bc-4fab-b69a-978c804c9a42	TCGA-EM-A2CU-10A-01	'--	'--	89a48286-a42f-4664-a745-8f75d8515e7a	'--	DNA	'--	'--	0.18	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-EM-A2CU-10A-01D	'--
TCGA-THCA	667eb7f6-1d36-49bb-9d7b-c9d167b64619	TCGA-EM-A2CU	85cc9d3f-2919-4387-b4a4-469e92eefdc3	TCGA-EM-A2CU-10A	613f1696-25bc-4fab-b69a-978c804c9a42	TCGA-EM-A2CU-10A-01	'--	'--	f6bdc587-edce-4041-b165-3b81d24712c1	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EM-A2CU-10A-01W	'--
TCGA-THCA	b3b7d701-ec84-4018-a3ce-f59198b35767	TCGA-FY-A3NN	c869234d-4492-4b23-8ea7-84e46f9841bd	TCGA-FY-A3NN-10A	98552f9c-cb08-47d9-935c-22b95cf837a2	TCGA-FY-A3NN-10A-01	'--	'--	8f3addfd-ccda-4afd-ae58-e5fb6d633091	'--	DNA	'--	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-FY-A3NN-10A-01D	'--
TCGA-THCA	b3b7d701-ec84-4018-a3ce-f59198b35767	TCGA-FY-A3NN	c869234d-4492-4b23-8ea7-84e46f9841bd	TCGA-FY-A3NN-10A	98552f9c-cb08-47d9-935c-22b95cf837a2	TCGA-FY-A3NN-10A-01	'--	'--	f69a7b40-a88b-4a9b-94d4-e62746cc6311	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-FY-A3NN-10A-01W	'--
TCGA-THCA	b3b7d701-ec84-4018-a3ce-f59198b35767	TCGA-FY-A3NN	d60a60d0-3dbb-435d-9ce6-e5f35f2a465f	TCGA-FY-A3NN-01A	60f313c2-c91b-414d-9dd5-fed6ce2bea10	TCGA-FY-A3NN-01A-11	'--	'--	021551fc-d71c-4044-935b-fe57575a9048	'--	DNA	'--	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-FY-A3NN-01A-11D	'--
TCGA-THCA	b3b7d701-ec84-4018-a3ce-f59198b35767	TCGA-FY-A3NN	d60a60d0-3dbb-435d-9ce6-e5f35f2a465f	TCGA-FY-A3NN-01A	60f313c2-c91b-414d-9dd5-fed6ce2bea10	TCGA-FY-A3NN-01A-11	2.0	'--	10213226-dc3d-4adf-8062-8ebe04e8e304	'--	RNA	'--	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.4	7.7	UV Spec	released	TCGA-FY-A3NN-01A-11R	'--
TCGA-THCA	b3b7d701-ec84-4018-a3ce-f59198b35767	TCGA-FY-A3NN	d60a60d0-3dbb-435d-9ce6-e5f35f2a465f	TCGA-FY-A3NN-01A	60f313c2-c91b-414d-9dd5-fed6ce2bea10	TCGA-FY-A3NN-01A-11	'--	'--	d38c4a92-f412-467c-a867-a542126db138	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-FY-A3NN-01A-11W	'--
TCGA-THCA	a9d8f797-8a53-4be5-b957-0f1f6d080390	TCGA-BJ-A28T	4ca4149a-e952-4a25-9163-8d4c15b09a62	TCGA-BJ-A28T-01A	a1df4f26-ddd5-4e52-9ef4-442795d210ab	TCGA-BJ-A28T-01A-11	'--	'--	0d3af8d4-1dd3-4429-81c2-54002f47c8ce	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-BJ-A28T-01A-11W	'--
TCGA-THCA	a9d8f797-8a53-4be5-b957-0f1f6d080390	TCGA-BJ-A28T	4ca4149a-e952-4a25-9163-8d4c15b09a62	TCGA-BJ-A28T-01A	a1df4f26-ddd5-4e52-9ef4-442795d210ab	TCGA-BJ-A28T-01A-11	2.0	'--	26b7a649-42ab-49cc-a673-5918c3a87962	'--	DNA	'--	'--	0.16	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-BJ-A28T-01A-11D	'--
TCGA-THCA	a9d8f797-8a53-4be5-b957-0f1f6d080390	TCGA-BJ-A28T	4ca4149a-e952-4a25-9163-8d4c15b09a62	TCGA-BJ-A28T-01A	a1df4f26-ddd5-4e52-9ef4-442795d210ab	TCGA-BJ-A28T-01A-11	1.8	'--	f267fccb-2461-4c7a-b937-4024e41c4b23	'--	RNA	'--	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.3	7.9	UV Spec	released	TCGA-BJ-A28T-01A-11R	'--
TCGA-THCA	a9d8f797-8a53-4be5-b957-0f1f6d080390	TCGA-BJ-A28T	a54f31c9-626e-4869-969d-65a61db2c932	TCGA-BJ-A28T-10A	a40691f0-b169-4ff2-979d-705e3d28cff9	TCGA-BJ-A28T-10A-01	1.94	'--	04c44ef8-2f5b-43b3-a9fd-17880caf913c	'--	DNA	'--	'--	0.18	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-BJ-A28T-10A-01D	'--
TCGA-THCA	a9d8f797-8a53-4be5-b957-0f1f6d080390	TCGA-BJ-A28T	a54f31c9-626e-4869-969d-65a61db2c932	TCGA-BJ-A28T-10A	a40691f0-b169-4ff2-979d-705e3d28cff9	TCGA-BJ-A28T-10A-01	'--	'--	cc4eaca0-ceb6-45dc-aade-48d48f96ab67	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-BJ-A28T-10A-01W	'--
TCGA-THCA	a9d8f797-8a53-4be5-b957-0f1f6d080390	TCGA-BJ-A28T	e5ff0da1-6d30-4606-a04c-159a2913458f	TCGA-BJ-A28T-11A	1b912193-8742-4175-8374-1df6ec7d805f	TCGA-BJ-A28T-11A-11	1.88	'--	222c6b56-31f2-4664-a46c-149575bc344c	'--	DNA	'--	'--	0.16	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-BJ-A28T-11A-11D	'--
TCGA-THCA	a9d8f797-8a53-4be5-b957-0f1f6d080390	TCGA-BJ-A28T	e5ff0da1-6d30-4606-a04c-159a2913458f	TCGA-BJ-A28T-11A	1b912193-8742-4175-8374-1df6ec7d805f	TCGA-BJ-A28T-11A-11	'--	'--	58b304e9-b614-43a0-badc-22c76563837e	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-BJ-A28T-11A-11W	'--
TCGA-THCA	398d5c2e-f877-4bbf-a10c-486b8523c9ce	TCGA-EM-A3O6	b3e6f726-256b-450b-b3f5-a1bb9aab9c15	TCGA-EM-A3O6-01A	f1e20b66-6a37-4868-aa38-8cb684f70bd6	TCGA-EM-A3O6-01A-11	'--	'--	5733453e-657b-4ccc-8a85-079ddad2e392	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EM-A3O6-01A-11W	'--
TCGA-THCA	398d5c2e-f877-4bbf-a10c-486b8523c9ce	TCGA-EM-A3O6	b3e6f726-256b-450b-b3f5-a1bb9aab9c15	TCGA-EM-A3O6-01A	f1e20b66-6a37-4868-aa38-8cb684f70bd6	TCGA-EM-A3O6-01A-11	1.82	'--	5a55d151-ed0f-462d-8e0b-408fc3c332a0	'--	RNA	'--	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.5	8.3	UV Spec	released	TCGA-EM-A3O6-01A-11R	'--
TCGA-THCA	398d5c2e-f877-4bbf-a10c-486b8523c9ce	TCGA-EM-A3O6	b3e6f726-256b-450b-b3f5-a1bb9aab9c15	TCGA-EM-A3O6-01A	f1e20b66-6a37-4868-aa38-8cb684f70bd6	TCGA-EM-A3O6-01A-11	'--	'--	5be9c1e1-1f23-4f62-a7be-f1d0a2e791a5	'--	DNA	'--	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-EM-A3O6-01A-11D	'--
TCGA-THCA	398d5c2e-f877-4bbf-a10c-486b8523c9ce	TCGA-EM-A3O6	d9f42748-4a69-45aa-90b3-efdf0b98a1c1	TCGA-EM-A3O6-10A	1780352f-f375-4e3e-9ea0-fd83f34b66e2	TCGA-EM-A3O6-10A-01	'--	'--	28953a30-79e3-49e6-b6fd-3e32faaf6574	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EM-A3O6-10A-01W	'--
TCGA-THCA	398d5c2e-f877-4bbf-a10c-486b8523c9ce	TCGA-EM-A3O6	d9f42748-4a69-45aa-90b3-efdf0b98a1c1	TCGA-EM-A3O6-10A	1780352f-f375-4e3e-9ea0-fd83f34b66e2	TCGA-EM-A3O6-10A-01	'--	'--	407592ad-584a-43c4-85b7-605a3b4ca431	'--	DNA	'--	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-EM-A3O6-10A-01D	'--
TCGA-THCA	6ee95dc8-2bac-4691-afa2-8222e07506ad	TCGA-DJ-A3US	9f63c13d-6008-416e-9e6b-d4ed4210e569	TCGA-DJ-A3US-01A	7b56ee9d-eaf6-410a-adae-24df0db19bf2	TCGA-DJ-A3US-01A-11	1.83	'--	1023bd5d-db90-48da-996d-bb2b9fa254ae	'--	RNA	'--	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.6	8.7	UV Spec	released	TCGA-DJ-A3US-01A-11R	'--
TCGA-THCA	6ee95dc8-2bac-4691-afa2-8222e07506ad	TCGA-DJ-A3US	9f63c13d-6008-416e-9e6b-d4ed4210e569	TCGA-DJ-A3US-01A	7b56ee9d-eaf6-410a-adae-24df0db19bf2	TCGA-DJ-A3US-01A-11	'--	'--	5d615fd4-1677-4618-a9f9-1f3041c789a7	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-DJ-A3US-01A-11W	'--
TCGA-THCA	6ee95dc8-2bac-4691-afa2-8222e07506ad	TCGA-DJ-A3US	9f63c13d-6008-416e-9e6b-d4ed4210e569	TCGA-DJ-A3US-01A	7b56ee9d-eaf6-410a-adae-24df0db19bf2	TCGA-DJ-A3US-01A-11	'--	'--	a2cbe2e8-7e1e-438f-bd0d-2b36e510fdc0	'--	DNA	'--	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-DJ-A3US-01A-11D	'--
TCGA-THCA	6ee95dc8-2bac-4691-afa2-8222e07506ad	TCGA-DJ-A3US	d03234d9-e9fc-4b55-b516-00985999a1b3	TCGA-DJ-A3US-10A	177d1c23-3f5c-4da9-9a52-bb63cdadee0b	TCGA-DJ-A3US-10A-01	'--	'--	33331c6c-5d17-43c5-9d18-5eccf3ed2c66	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-DJ-A3US-10A-01W	'--
TCGA-THCA	6ee95dc8-2bac-4691-afa2-8222e07506ad	TCGA-DJ-A3US	d03234d9-e9fc-4b55-b516-00985999a1b3	TCGA-DJ-A3US-10A	177d1c23-3f5c-4da9-9a52-bb63cdadee0b	TCGA-DJ-A3US-10A-01	'--	'--	d30cd485-0191-407d-b57b-e09405bc6b2f	'--	DNA	'--	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-DJ-A3US-10A-01D	'--
TCGA-THCA	866ca8ad-adc9-45d4-ad92-9f8f1a161ddf	TCGA-BJ-A0ZH	01ee736b-f907-465b-9142-c50be0a3461b	TCGA-BJ-A0ZH-01A	c9839ee5-5782-4feb-a1e7-caaa5abea193	TCGA-BJ-A0ZH-01A-11	1.81	'--	7a481d81-126f-421e-ae6b-9880df04c498	'--	RNA	'--	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.3	7.7	UV Spec	released	TCGA-BJ-A0ZH-01A-11R	'--
TCGA-THCA	866ca8ad-adc9-45d4-ad92-9f8f1a161ddf	TCGA-BJ-A0ZH	01ee736b-f907-465b-9142-c50be0a3461b	TCGA-BJ-A0ZH-01A	c9839ee5-5782-4feb-a1e7-caaa5abea193	TCGA-BJ-A0ZH-01A-11	1.95	'--	b422e2a2-41c7-4554-af08-8ed40ac3f936	'--	DNA	'--	'--	0.16	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-BJ-A0ZH-01A-11D	'--
TCGA-THCA	866ca8ad-adc9-45d4-ad92-9f8f1a161ddf	TCGA-BJ-A0ZH	01ee736b-f907-465b-9142-c50be0a3461b	TCGA-BJ-A0ZH-01A	c9839ee5-5782-4feb-a1e7-caaa5abea193	TCGA-BJ-A0ZH-01A-11	'--	'--	e77fdf96-57d6-4a2e-8dbd-61381884dc91	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-BJ-A0ZH-01A-11W	'--
TCGA-THCA	866ca8ad-adc9-45d4-ad92-9f8f1a161ddf	TCGA-BJ-A0ZH	5b7a0df5-39fe-4d79-8d47-0f1714872513	TCGA-BJ-A0ZH-10A	649425c6-817a-4d38-8765-15e126745389	TCGA-BJ-A0ZH-10A-01	'--	'--	1333f2b7-1806-4ac8-bf47-568c9a6bc4c5	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-BJ-A0ZH-10A-01W	'--
TCGA-THCA	866ca8ad-adc9-45d4-ad92-9f8f1a161ddf	TCGA-BJ-A0ZH	5b7a0df5-39fe-4d79-8d47-0f1714872513	TCGA-BJ-A0ZH-10A	649425c6-817a-4d38-8765-15e126745389	TCGA-BJ-A0ZH-10A-01	1.39	'--	b2cfb455-04cb-4603-b70e-4d879bd8baca	'--	DNA	'--	'--	0.16	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-BJ-A0ZH-10A-01D	'--
